snapshot_id,account_id,snapshot_date,months_on_book,credit_limit,balance,utilization_ratio,payments_due_30d,missed_payment_90d,hardship_flag_90d,collections_contact_90d,high_utilization_flag,any_recent_distress_flag,event_count_next_90d,first_event_date_next_90d,risk_event_next_window
A101802_2025-05-31,A101802,2025-05-31,66,1000,780.46,0.7805,2,0,0,0,0,0,0,,0
A100359_2025-10-31,A100359,2025-10-31,108,2500,749.03,0.2996,3,0,0,0,0,0,0,,0
A102244_2025-11-30,A102244,2025-11-30,79,2500,857.47,0.3430,3,0,0,0,0,0,0,,0
A100773_2026-06-30,A100773,2026-06-30,70,2500,1991.66,0.7967,2,0,0,0,0,0,0,,0
A101333_2026-05-31,A101333,2026-05-31,35,1500,753.47,0.5023,1,0,0,0,0,0,0,,0
A100273_2025-12-31,A100273,2025-12-31,57,8000,6233.05,0.7791,3,0,0,0,0,0,0,,0
A100632_2026-03-31,A100632,2026-03-31,44,8000,5152.76,0.6441,2,0,0,0,0,0,0,,0
A101133_2026-06-30,A101133,2026-06-30,13,8000,7197.35,0.8997,3,1,0,0,0,1,0,,0
A100521_2026-02-28,A100521,2026-02-28,112,500,53.26,0.1065,0,0,0,0,0,0,0,,0
A101628_2025-06-30,A101628,2025-06-30,54,1500,1182.43,0.7883,3,0,0,0,0,0,0,,0
A101444_2025-10-31,A101444,2025-10-31,46,2500,762.28,0.3049,3,0,1,0,0,1,0,,0
A102046_2026-01-31,A102046,2026-01-31,57,1500,953.25,0.6355,1,0,0,0,0,0,0,,0
A101352_2025-11-30,A101352,2025-11-30,108,5000,3724.63,0.7449,1,0,0,0,0,0,0,,0
A100043_2025-01-31,A100043,2025-01-31,7,1500,421.27,0.2808,2,0,0,0,0,0,1,2025-02-22,1
A102118_2026-03-31,A102118,2026-03-31,50,2500,1084.14,0.4337,2,1,0,0,0,1,0,,0
A100042_2025-03-31,A100042,2025-03-31,68,1000,746.82,0.7468,3,0,0,0,0,0,0,,0
A100770_2026-03-31,A100770,2026-03-31,63,2500,1727.63,0.6911,3,0,0,0,0,0,0,,0
A102171_2025-04-30,A102171,2025-04-30,22,1500,394.11,0.2627,2,0,0,0,0,0,0,,0
A101406_2026-06-30,A101406,2026-06-30,114,2500,2950.24,1.1801,1,0,0,0,1,0,0,,0
A100770_2026-02-28,A100770,2026-02-28,24,500,158.74,0.3175,2,0,0,0,0,0,0,,0
A101685_2025-01-31,A101685,2025-01-31,101,500,151.05,0.3021,2,0,0,0,0,0,0,,0
A101628_2025-04-30,A101628,2025-04-30,76,500,234.29,0.4686,3,0,0,0,0,0,0,,0
A102176_2026-06-30,A102176,2026-06-30,19,5000,2029.91,0.4060,1,0,0,0,0,0,0,,0
A102086_2025-04-30,A102086,2025-04-30,4,500,544.70,1.0894,3,0,0,0,1,0,0,,0
A100254_2025-01-31,A100254,2025-01-31,88,5000,4148.40,0.8297,2,0,0,0,0,0,0,,0
A100134_2025-10-31,A100134,2025-10-31,81,500,467.57,0.9351,0,0,0,0,1,0,0,,0
A100223_2025-08-31,A100223,2025-08-31,114,2500,201.04,0.0804,0,0,0,0,0,0,0,,0
A100180_2025-06-30,A100180,2025-06-30,120,5000,3414.63,0.6829,3,0,0,0,0,0,0,,0
A102029_2025-03-31,A102029,2025-03-31,32,8000,3023.98,0.3780,3,0,0,0,0,0,0,,0
A101632_2026-05-31,A101632,2026-05-31,3,1000,680.11,0.6801,3,0,0,0,0,0,0,,0
A102300_2026-01-31,A102300,2026-01-31,15,1500,944.54,0.6297,3,0,0,0,0,0,0,,0
A101729_2025-12-31,A101729,2025-12-31,71,1000,336.89,0.3369,2,0,0,0,0,0,0,,0
A101398_2025-06-30,A101398,2025-06-30,31,8000,5858.61,0.7323,1,0,0,0,0,0,0,,0
A100523_2026-03-31,A100523,2026-03-31,60,1000,675.95,0.6760,3,0,0,0,0,0,0,,0
A101949_2026-06-30,A101949,2026-06-30,27,1000,746.33,0.7463,3,0,0,0,0,0,0,,0
A102441_2026-03-31,A102441,2026-03-31,76,1500,452.41,0.3016,1,0,0,0,0,0,0,,0
A100374_2025-10-31,A100374,2025-10-31,95,2500,1237.58,0.4950,0,0,0,0,0,0,0,,0
A101597_2025-03-31,A101597,2025-03-31,89,1000,579.67,0.5797,1,0,0,0,0,0,0,,0
A101480_2026-05-31,A101480,2026-05-31,98,1500,556.48,0.3710,1,0,0,0,0,0,0,,0
A100516_2026-02-28,A100516,2026-02-28,37,1500,150.78,0.1005,1,0,0,0,0,0,0,,0
A101439_2026-02-28,A101439,2026-02-28,4,8000,6897.67,0.8622,3,1,0,0,0,1,1,2026-03-20,1
A100400_2025-07-31,A100400,2025-07-31,38,500,252.58,0.5052,1,0,0,0,0,0,0,,0
A100663_2026-03-31,A100663,2026-03-31,26,1500,1334.44,0.8896,1,0,0,0,0,0,0,,0
A100735_2025-08-31,A100735,2025-08-31,73,2500,1275.26,0.5101,3,0,0,0,0,0,1,2025-09-10,1
A100458_2025-10-31,A100458,2025-10-31,116,500,181.25,0.3625,0,0,0,0,0,0,0,,0
A101304_2025-08-31,A101304,2025-08-31,100,1500,824.52,0.5497,3,0,0,0,0,0,0,,0
A102159_2025-04-30,A102159,2025-04-30,45,2500,1109.73,0.4439,3,0,0,0,0,0,0,,0
A101854_2026-06-30,A101854,2026-06-30,7,8000,3724.37,0.4655,1,0,0,0,0,0,0,,0
A102290_2025-09-30,A102290,2025-09-30,23,5000,1497.29,0.2995,1,0,0,0,0,0,1,2025-11-04,1
A101022_2025-03-31,A101022,2025-03-31,22,1500,730.21,0.4868,2,0,0,0,0,0,0,,0
A101977_2025-09-30,A101977,2025-09-30,91,1000,640.25,0.6402,0,0,0,0,0,0,0,,0
A101439_2025-11-30,A101439,2025-11-30,18,8000,6017.33,0.7522,2,0,0,0,0,0,0,,0
A100693_2025-06-30,A100693,2025-06-30,77,2500,2000.92,0.8004,3,0,0,0,0,0,0,,0
A101476_2026-05-31,A101476,2026-05-31,27,500,369.30,0.7386,1,0,0,0,0,0,0,,0
A100660_2025-11-30,A100660,2025-11-30,57,2500,1562.82,0.6251,2,0,0,0,0,0,0,,0
A101919_2026-05-31,A101919,2026-05-31,11,8000,3251.61,0.4065,2,1,0,0,0,1,1,2026-07-16,1
A100777_2025-11-30,A100777,2025-11-30,2,1500,0.00,0.0000,0,0,0,0,0,0,0,,0
A101029_2025-09-30,A101029,2025-09-30,11,1000,549.09,0.5491,3,0,0,0,0,0,0,,0
A102152_2025-06-30,A102152,2025-06-30,14,8000,3947.35,0.4934,2,0,0,0,0,0,0,,0
A101459_2025-11-30,A101459,2025-11-30,30,1500,1376.63,0.9178,2,1,1,0,1,1,0,,0
A101651_2025-02-28,A101651,2025-02-28,28,2500,2435.74,0.9743,3,0,0,0,1,0,1,2025-03-29,1
A102380_2025-03-31,A102380,2025-03-31,19,8000,4553.76,0.5692,3,1,1,0,0,1,0,,0
A100781_2025-08-31,A100781,2025-08-31,93,1500,1027.56,0.6850,0,1,0,0,0,1,0,,0
A102094_2026-03-31,A102094,2026-03-31,19,1500,938.77,0.6258,3,0,0,1,0,1,0,,0
A100722_2025-06-30,A100722,2025-06-30,49,1500,880.29,0.5869,0,0,0,0,0,0,0,,0
A100800_2026-04-30,A100800,2026-04-30,11,5000,2129.74,0.4259,1,0,0,0,0,0,0,,0
A100245_2025-12-31,A100245,2025-12-31,78,8000,6387.87,0.7985,2,0,0,0,0,0,0,,0
A100560_2025-11-30,A100560,2025-11-30,111,1500,303.17,0.2021,1,0,0,0,0,0,0,,0
A100601_2026-01-31,A100601,2026-01-31,72,5000,2413.60,0.4827,3,0,0,0,0,0,0,,0
A101069_2025-04-30,A101069,2025-04-30,30,1000,715.05,0.7150,0,0,0,0,0,0,0,,0
A100768_2025-09-30,A100768,2025-09-30,91,2500,1292.33,0.5169,1,0,0,0,0,0,0,,0
A100462_2026-06-30,A100462,2026-06-30,117,5000,520.84,0.1042,0,0,0,0,0,0,1,2026-08-05,1
A102077_2025-04-30,A102077,2025-04-30,81,8000,2806.78,0.3508,0,0,0,0,0,0,0,,0
A100784_2026-05-31,A100784,2026-05-31,100,500,416.18,0.8324,0,0,0,0,0,0,0,,0
A102434_2025-08-31,A102434,2025-08-31,59,1500,1316.53,0.8777,0,0,0,0,0,0,0,,0
A100825_2025-04-30,A100825,2025-04-30,118,8000,5234.67,0.6543,2,0,0,1,0,1,0,,0
A101047_2025-05-31,A101047,2025-05-31,31,1500,659.96,0.4400,2,0,0,0,0,0,0,,0
A100408_2025-12-31,A100408,2025-12-31,71,1500,885.04,0.5900,1,0,0,0,0,0,0,,0
A102381_2026-03-31,A102381,2026-03-31,15,500,217.16,0.4343,3,1,0,1,0,1,1,2026-04-27,1
A102270_2025-10-31,A102270,2025-10-31,112,8000,2558.14,0.3198,2,0,0,0,0,0,0,,0
A101818_2025-01-31,A101818,2025-01-31,4,1500,200.85,0.1339,1,0,0,0,0,0,0,,0
A100145_2025-03-31,A100145,2025-03-31,24,5000,3534.61,0.7069,3,0,0,0,0,0,1,2025-05-16,1
A101837_2026-02-28,A101837,2026-02-28,30,5000,1035.25,0.2071,0,0,0,0,0,0,0,,0
A100536_2025-02-28,A100536,2025-02-28,28,1000,719.70,0.7197,2,0,0,0,0,0,0,,0
A100024_2025-12-31,A100024,2025-12-31,75,2500,461.22,0.1845,2,0,0,0,0,0,0,,0
A102493_2025-02-28,A102493,2025-02-28,81,1000,529.92,0.5299,3,0,0,0,0,0,0,,0
A102330_2026-06-30,A102330,2026-06-30,75,1000,412.23,0.4122,0,0,0,0,0,0,0,,0
A100816_2026-03-31,A100816,2026-03-31,82,5000,1962.94,0.3926,2,0,0,0,0,0,0,,0
A100578_2025-03-31,A100578,2025-03-31,39,1500,558.45,0.3723,2,0,0,0,0,0,0,,0
A102255_2026-02-28,A102255,2026-02-28,43,500,222.07,0.4441,3,0,0,0,0,0,0,,0
A101430_2025-06-30,A101430,2025-06-30,18,1000,192.17,0.1922,0,0,0,0,0,0,0,,0
A101622_2025-11-30,A101622,2025-11-30,119,1000,430.89,0.4309,2,0,0,0,0,0,0,,0
A101394_2025-03-31,A101394,2025-03-31,118,1000,477.74,0.4777,0,0,0,0,0,0,0,,0
A101916_2026-01-31,A101916,2026-01-31,100,8000,774.94,0.0969,0,0,0,0,0,0,0,,0
A101054_2025-01-31,A101054,2025-01-31,98,1000,769.28,0.7693,2,0,1,1,0,1,0,,0
A101834_2025-07-31,A101834,2025-07-31,115,5000,2449.49,0.4899,0,0,0,0,0,0,0,,0
A102461_2025-02-28,A102461,2025-02-28,11,500,419.49,0.8390,2,0,1,0,0,1,0,,0
A100061_2025-11-30,A100061,2025-11-30,119,500,301.14,0.6023,0,0,0,0,0,0,0,,0
A101383_2025-06-30,A101383,2025-06-30,8,2500,1915.38,0.7662,0,0,0,0,0,0,0,,0
A102448_2026-02-28,A102448,2026-02-28,33,2500,1474.85,0.5899,2,0,0,0,0,0,0,,0
A101348_2025-06-30,A101348,2025-06-30,12,500,254.60,0.5092,1,0,0,0,0,0,0,,0
A101465_2026-01-31,A101465,2026-01-31,55,1500,339.94,0.2266,1,0,0,0,0,0,0,,0
A101056_2026-05-31,A101056,2026-05-31,98,500,234.93,0.4699,2,0,0,0,0,0,0,,0
A102290_2025-10-31,A102290,2025-10-31,47,5000,1767.12,0.3534,2,1,0,0,0,1,1,2025-11-04,1
A101484_2025-06-30,A101484,2025-06-30,81,1000,512.97,0.5130,3,0,0,0,0,0,0,,0
A100549_2025-05-31,A100549,2025-05-31,8,5000,1158.88,0.2318,1,0,0,0,0,0,0,,0
A100726_2025-06-30,A100726,2025-06-30,68,500,273.15,0.5463,2,0,0,0,0,0,0,,0
A102043_2025-08-31,A102043,2025-08-31,82,1500,1127.57,0.7517,1,0,0,0,0,0,0,,0
A100063_2025-03-31,A100063,2025-03-31,104,8000,3243.46,0.4054,3,0,0,0,0,0,0,,0
A101540_2026-02-28,A101540,2026-02-28,117,2500,2200.91,0.8804,1,1,1,0,0,1,1,2026-05-08,1
A100990_2025-08-31,A100990,2025-08-31,46,1000,430.95,0.4309,2,0,0,0,0,0,0,,0
A102042_2025-08-31,A102042,2025-08-31,73,1000,0.00,0.0000,2,0,0,0,0,0,0,,0
A100362_2025-12-31,A100362,2025-12-31,1,2500,1581.43,0.6326,1,0,0,0,0,0,0,,0
A101855_2025-08-31,A101855,2025-08-31,75,500,338.58,0.6772,2,1,0,0,0,1,0,,0
A101780_2025-05-31,A101780,2025-05-31,120,1500,652.22,0.4348,0,0,0,0,0,0,0,,0
A100546_2025-11-30,A100546,2025-11-30,20,5000,2700.30,0.5401,1,0,0,0,0,0,0,,0
A101624_2025-12-31,A101624,2025-12-31,115,500,218.58,0.4372,1,0,0,1,0,1,0,,0
A100552_2026-06-30,A100552,2026-06-30,77,1000,204.93,0.2049,0,1,0,1,0,1,0,,0
A100451_2025-05-31,A100451,2025-05-31,63,1000,374.59,0.3746,3,1,0,0,0,1,0,,0
A102234_2026-05-31,A102234,2026-05-31,15,5000,1863.21,0.3726,0,0,0,0,0,0,0,,0
A100917_2025-03-31,A100917,2025-03-31,35,8000,6263.46,0.7829,1,1,0,0,0,1,0,,0
A100804_2026-06-30,A100804,2026-06-30,7,2500,1753.43,0.7014,2,1,0,0,0,1,0,,0
A102228_2025-10-31,A102228,2025-10-31,71,1500,0.00,0.0000,3,0,0,0,0,0,0,,0
A101635_2026-03-31,A101635,2026-03-31,41,5000,0.00,0.0000,3,0,0,0,0,0,0,,0
A100021_2025-09-30,A100021,2025-09-30,78,5000,4383.71,0.8767,2,0,0,0,0,0,0,,0
A100812_2025-04-30,A100812,2025-04-30,12,5000,3329.05,0.6658,0,0,0,0,0,0,0,,0
A101812_2025-11-30,A101812,2025-11-30,59,5000,78.18,0.0156,0,0,0,0,0,0,0,,0
A101402_2026-01-31,A101402,2026-01-31,31,8000,5437.26,0.6797,2,0,0,0,0,0,0,,0
A101319_2025-03-31,A101319,2025-03-31,81,5000,312.41,0.0625,1,0,0,0,0,0,0,,0
A101938_2025-12-31,A101938,2025-12-31,67,5000,1875.58,0.3751,1,0,0,0,0,0,0,,0
A100839_2026-06-30,A100839,2026-06-30,22,1500,863.82,0.5759,1,0,0,0,0,0,0,,0
A100727_2025-02-28,A100727,2025-02-28,42,2500,569.16,0.2277,3,1,0,0,0,1,0,,0
A100421_2026-01-31,A100421,2026-01-31,46,8000,7447.71,0.9310,2,0,0,0,1,0,0,,0
A101827_2025-04-30,A101827,2025-04-30,58,8000,854.39,0.1068,1,1,1,0,0,1,0,,0
A100973_2026-01-31,A100973,2026-01-31,67,1500,916.04,0.6107,3,0,0,1,0,1,0,,0
A101063_2025-03-31,A101063,2025-03-31,76,1000,440.93,0.4409,2,0,0,0,0,0,1,2025-06-25,1
A102151_2026-05-31,A102151,2026-05-31,110,500,422.00,0.8440,1,0,0,0,0,0,0,,0
A101522_2025-02-28,A101522,2025-02-28,92,2500,1245.34,0.4981,2,0,0,0,0,0,0,,0
A101051_2025-12-31,A101051,2025-12-31,31,2500,1503.48,0.6014,1,0,0,0,0,0,0,,0
A102376_2026-01-31,A102376,2026-01-31,9,8000,5551.54,0.6939,0,0,0,0,0,0,0,,0
A102034_2025-01-31,A102034,2025-01-31,14,5000,5122.79,1.0246,3,0,0,0,1,0,0,,0
A101939_2025-06-30,A101939,2025-06-30,114,500,139.93,0.2799,0,0,0,0,0,0,0,,0
A100166_2025-10-31,A100166,2025-10-31,71,1500,985.91,0.6573,3,0,0,0,0,0,0,,0
A100315_2025-01-31,A100315,2025-01-31,14,2500,2264.01,0.9056,3,1,0,0,1,1,0,,0
A101977_2025-02-28,A101977,2025-02-28,71,8000,6161.81,0.7702,3,0,0,0,0,0,0,,0
A100205_2025-05-31,A100205,2025-05-31,42,1500,1215.37,0.8102,1,0,0,0,0,0,0,,0
A101282_2026-01-31,A101282,2026-01-31,33,8000,9682.73,1.2103,2,0,0,0,1,0,0,,0
A100209_2025-11-30,A100209,2025-11-30,39,1000,851.28,0.8513,2,1,1,1,0,1,1,2026-01-15,1
A101531_2026-04-30,A101531,2026-04-30,85,2500,539.64,0.2159,1,0,0,0,0,0,0,,0
A102277_2025-02-28,A102277,2025-02-28,94,1500,965.15,0.6434,2,1,0,0,0,1,0,,0
A100821_2025-08-31,A100821,2025-08-31,103,5000,2775.00,0.5550,3,0,0,0,0,0,0,,0
A100832_2025-03-31,A100832,2025-03-31,24,2500,1577.47,0.6310,1,0,0,0,0,0,0,,0
A100737_2025-01-31,A100737,2025-01-31,119,8000,3597.76,0.4497,1,0,0,0,0,0,0,,0
A101207_2025-08-31,A101207,2025-08-31,69,1000,890.42,0.8904,1,0,0,0,0,0,0,,0
A100374_2025-02-28,A100374,2025-02-28,54,1000,993.31,0.9933,2,0,0,0,1,0,0,,0
A100232_2025-05-31,A100232,2025-05-31,6,1000,657.38,0.6574,1,0,0,0,0,0,0,,0
A100630_2025-11-30,A100630,2025-11-30,117,1500,557.00,0.3713,2,0,0,0,0,0,0,,0
A100945_2026-02-28,A100945,2026-02-28,5,1500,433.89,0.2893,1,0,0,0,0,0,0,,0
A100609_2025-07-31,A100609,2025-07-31,56,1500,1192.40,0.7949,3,1,0,1,0,1,0,,0
A100862_2026-06-30,A100862,2026-06-30,68,500,245.72,0.4914,3,0,0,0,0,0,0,,0
A101146_2025-11-30,A101146,2025-11-30,77,5000,3868.30,0.7737,0,0,0,0,0,0,0,,0
A100930_2025-11-30,A100930,2025-11-30,5,5000,89.89,0.0180,2,0,0,0,0,0,0,,0
A100704_2025-12-31,A100704,2025-12-31,45,2500,423.98,0.1696,3,0,0,0,0,0,0,,0
A101221_2025-03-31,A101221,2025-03-31,93,5000,760.05,0.1520,0,0,0,0,0,0,0,,0
A100138_2025-02-28,A100138,2025-02-28,66,5000,3328.37,0.6657,0,0,0,0,0,0,0,,0
A101445_2025-03-31,A101445,2025-03-31,48,8000,3778.90,0.4724,1,0,0,1,0,1,0,,0
A101967_2025-11-30,A101967,2025-11-30,20,1500,633.22,0.4221,0,0,0,0,0,0,0,,0
A101107_2025-05-31,A101107,2025-05-31,42,2500,1395.51,0.5582,0,0,0,0,0,0,0,,0
A101653_2025-07-31,A101653,2025-07-31,17,1000,873.97,0.8740,1,0,1,0,0,1,0,,0
A102000_2025-08-31,A102000,2025-08-31,89,8000,4832.73,0.6041,1,0,0,0,0,0,0,,0
A102122_2025-04-30,A102122,2025-04-30,38,5000,4813.87,0.9628,0,1,0,0,1,1,0,,0
A102438_2026-06-30,A102438,2026-06-30,91,500,296.11,0.5922,2,0,0,0,0,0,0,,0
A100715_2025-11-30,A100715,2025-11-30,44,500,231.12,0.4622,3,0,0,0,0,0,0,,0
A101687_2026-02-28,A101687,2026-02-28,5,500,292.00,0.5840,1,0,0,0,0,0,0,,0
A100811_2025-08-31,A100811,2025-08-31,88,1500,618.92,0.4126,0,0,0,0,0,0,0,,0
A102037_2026-06-30,A102037,2026-06-30,100,1500,1349.28,0.8995,0,1,0,0,0,1,0,,0
A101684_2025-04-30,A101684,2025-04-30,84,8000,2578.23,0.3223,2,0,0,0,0,0,0,,0
A102032_2025-05-31,A102032,2025-05-31,34,8000,8403.38,1.0504,3,0,0,0,1,0,0,,0
A101783_2026-01-31,A101783,2026-01-31,106,8000,2730.91,0.3414,2,0,0,0,0,0,1,2026-02-19,1
A100474_2025-03-31,A100474,2025-03-31,101,1500,828.27,0.5522,1,0,0,0,0,0,0,,0
A102017_2025-02-28,A102017,2025-02-28,51,8000,521.46,0.0652,3,0,0,0,0,0,0,,0
A101552_2026-02-28,A101552,2026-02-28,12,1000,276.48,0.2765,2,0,0,0,0,0,0,,0
A101248_2025-01-31,A101248,2025-01-31,39,2500,402.35,0.1609,0,0,0,0,0,0,0,,0
A101682_2025-11-30,A101682,2025-11-30,59,1000,461.37,0.4614,2,0,0,0,0,0,0,,0
A101375_2025-04-30,A101375,2025-04-30,35,1000,698.97,0.6990,3,0,0,0,0,0,0,,0
A100886_2025-02-28,A100886,2025-02-28,49,1000,377.05,0.3770,1,0,0,0,0,0,0,,0
A102499_2026-02-28,A102499,2026-02-28,40,2500,1734.21,0.6937,2,0,0,0,0,0,0,,0
A100775_2025-06-30,A100775,2025-06-30,51,5000,5195.95,1.0392,0,0,0,0,1,0,0,,0
A101027_2025-12-31,A101027,2025-12-31,87,500,288.94,0.5779,3,0,0,0,0,0,0,,0
A101704_2025-03-31,A101704,2025-03-31,66,5000,2269.93,0.4540,2,0,0,0,0,0,0,,0
A101539_2026-06-30,A101539,2026-06-30,104,8000,5773.95,0.7217,0,0,0,0,0,0,0,,0
A100073_2025-02-28,A100073,2025-02-28,113,8000,5826.65,0.7283,2,0,0,0,0,0,0,,0
A101879_2025-02-28,A101879,2025-02-28,42,2500,1788.70,0.7155,1,1,0,0,0,1,0,,0
A100768_2026-06-30,A100768,2026-06-30,6,2500,1760.28,0.7041,2,0,0,0,0,0,0,,0
A100105_2026-03-31,A100105,2026-03-31,71,2500,2114.80,0.8459,0,0,0,0,0,0,0,,0
A101475_2025-10-31,A101475,2025-10-31,42,1000,696.54,0.6965,0,0,0,0,0,0,0,,0
A102113_2025-03-31,A102113,2025-03-31,21,1500,445.19,0.2968,1,0,0,0,0,0,0,,0
A101568_2026-01-31,A101568,2026-01-31,89,1000,476.29,0.4763,3,0,0,0,0,0,0,,0
A100444_2025-09-30,A100444,2025-09-30,47,2500,2678.59,1.0714,2,0,0,0,1,0,0,,0
A100835_2026-04-30,A100835,2026-04-30,65,2500,668.07,0.2672,2,1,0,0,0,1,0,,0
A102288_2026-02-28,A102288,2026-02-28,97,500,110.27,0.2205,2,0,0,0,0,0,0,,0
A101181_2025-05-31,A101181,2025-05-31,34,2500,1399.30,0.5597,2,0,0,0,0,0,0,,0
A100996_2025-03-31,A100996,2025-03-31,113,5000,2390.08,0.4780,0,0,0,0,0,0,1,2025-06-22,1
A100455_2025-11-30,A100455,2025-11-30,22,8000,5829.22,0.7287,0,0,0,0,0,0,0,,0
A101399_2026-02-28,A101399,2026-02-28,51,2500,2271.22,0.9085,2,1,0,0,1,1,0,,0
A102178_2026-06-30,A102178,2026-06-30,53,8000,5881.50,0.7352,1,0,0,0,0,0,0,,0
A102056_2025-01-31,A102056,2025-01-31,110,5000,2294.60,0.4589,1,0,0,0,0,0,0,,0
A101121_2025-05-31,A101121,2025-05-31,20,1000,351.84,0.3518,0,0,0,0,0,0,0,,0
A101560_2025-10-31,A101560,2025-10-31,17,8000,1448.71,0.1811,3,0,0,0,0,0,0,,0
A102471_2026-06-30,A102471,2026-06-30,35,5000,2954.58,0.5909,0,0,0,0,0,0,1,2026-08-04,1
A100322_2026-01-31,A100322,2026-01-31,3,8000,5785.75,0.7232,0,0,0,0,0,0,0,,0
A101874_2025-05-31,A101874,2025-05-31,58,1500,0.00,0.0000,0,1,0,1,0,1,1,2025-06-07,1
A100919_2025-10-31,A100919,2025-10-31,81,1500,803.15,0.5354,2,0,0,0,0,0,0,,0
A100855_2025-10-31,A100855,2025-10-31,108,5000,2447.33,0.4895,1,1,0,0,0,1,1,2026-01-19,1
A100258_2025-10-31,A100258,2025-10-31,93,500,267.82,0.5356,0,0,0,0,0,0,0,,0
A100926_2025-02-28,A100926,2025-02-28,103,1500,1150.41,0.7669,2,1,0,1,0,1,1,2025-03-15,1
A101859_2026-04-30,A101859,2026-04-30,25,1500,744.36,0.4962,1,0,0,0,0,0,0,,0
A100313_2026-06-30,A100313,2026-06-30,3,2500,1564.44,0.6258,1,0,0,0,0,0,0,,0
A101213_2025-01-31,A101213,2025-01-31,118,8000,917.65,0.1147,0,0,0,1,0,1,0,,0
A102202_2025-09-30,A102202,2025-09-30,72,1500,488.27,0.3255,2,0,0,0,0,0,0,,0
A100717_2025-12-31,A100717,2025-12-31,54,500,159.06,0.3181,3,0,0,0,0,0,0,,0
A101490_2026-04-30,A101490,2026-04-30,63,500,464.10,0.9282,3,0,0,0,1,0,0,,0
A102163_2025-09-30,A102163,2025-09-30,66,2500,789.22,0.3157,1,0,0,0,0,0,0,,0
A100790_2025-10-31,A100790,2025-10-31,105,5000,878.50,0.1757,3,0,0,0,0,0,0,,0
A100566_2025-01-31,A100566,2025-01-31,15,1000,707.12,0.7071,3,1,0,0,0,1,0,,0
A100352_2026-04-30,A100352,2026-04-30,100,500,321.51,0.6430,0,0,0,0,0,0,0,,0
A101891_2026-05-31,A101891,2026-05-31,99,8000,6900.19,0.8625,1,1,0,0,0,1,1,2026-06-27,1
A100426_2025-04-30,A100426,2025-04-30,76,1000,803.21,0.8032,3,0,0,0,0,0,0,,0
A101927_2025-06-30,A101927,2025-06-30,52,8000,3668.13,0.4585,1,0,0,0,0,0,0,,0
A102481_2025-05-31,A102481,2025-05-31,16,2500,1192.21,0.4769,1,0,0,1,0,1,0,,0
A102318_2025-08-31,A102318,2025-08-31,82,8000,3980.21,0.4975,0,0,0,0,0,0,0,,0
A100003_2025-02-28,A100003,2025-02-28,60,500,32.12,0.0642,1,0,0,0,0,0,1,2025-04-08,1
A102367_2026-02-28,A102367,2026-02-28,34,500,446.88,0.8938,1,0,0,0,0,0,0,,0
A100395_2025-07-31,A100395,2025-07-31,19,5000,3529.95,0.7060,0,0,0,0,0,0,0,,0
A100009_2025-03-31,A100009,2025-03-31,109,500,402.85,0.8057,0,0,0,0,0,0,0,,0
A102201_2025-03-31,A102201,2025-03-31,91,500,183.78,0.3676,3,0,1,0,0,1,0,,0
A100098_2025-07-31,A100098,2025-07-31,107,5000,1283.25,0.2566,3,0,0,0,0,0,0,,0
A101757_2025-04-30,A101757,2025-04-30,79,500,163.31,0.3266,0,0,0,0,0,0,0,,0
A100415_2025-04-30,A100415,2025-04-30,48,1500,725.10,0.4834,2,0,0,0,0,0,0,,0
A102360_2025-12-31,A102360,2025-12-31,99,1000,648.62,0.6486,0,0,0,0,0,0,0,,0
A101578_2026-04-30,A101578,2026-04-30,53,5000,2771.53,0.5543,1,0,0,0,0,0,0,,0
A100088_2025-03-31,A100088,2025-03-31,92,8000,7366.98,0.9209,3,0,0,0,1,0,1,2025-06-21,1
A101201_2026-03-31,A101201,2026-03-31,33,8000,4978.00,0.6222,1,0,0,0,0,0,0,,0
A101328_2026-01-31,A101328,2026-01-31,13,1000,0.00,0.0000,3,0,0,0,0,0,0,,0
A101335_2025-10-31,A101335,2025-10-31,103,1000,797.02,0.7970,0,0,1,0,0,1,0,,0
A101461_2025-12-31,A101461,2025-12-31,1,1000,892.40,0.8924,1,1,0,0,0,1,0,,0
A101380_2026-01-31,A101380,2026-01-31,9,5000,1330.40,0.2661,0,0,0,0,0,0,0,,0
A102205_2025-09-30,A102205,2025-09-30,118,2500,2061.83,0.8247,0,0,0,0,0,0,0,,0
A100055_2025-09-30,A100055,2025-09-30,56,8000,3389.21,0.4237,0,0,0,0,0,0,0,,0
A100681_2025-10-31,A100681,2025-10-31,97,2500,1379.57,0.5518,0,0,0,0,0,0,0,,0
A102421_2025-05-31,A102421,2025-05-31,84,500,371.37,0.7427,0,0,0,0,0,0,0,,0
A100274_2025-01-31,A100274,2025-01-31,10,1500,1252.25,0.8348,3,0,0,0,0,0,0,,0
A101843_2025-07-31,A101843,2025-07-31,116,500,346.98,0.6940,2,0,0,0,0,0,0,,0
A101822_2025-04-30,A101822,2025-04-30,111,2500,727.52,0.2910,0,0,0,0,0,0,0,,0
A100855_2025-12-31,A100855,2025-12-31,86,1500,1417.66,0.9451,2,0,0,0,1,0,1,2026-01-19,1
A100366_2025-06-30,A100366,2025-06-30,101,8000,3488.47,0.4361,2,0,0,0,0,0,0,,0
A100234_2026-01-31,A100234,2026-01-31,33,8000,2930.13,0.3663,0,0,0,0,0,0,0,,0
