snapshot_id,account_id,snapshot_date,split,hybrid_score,risk_band,recommended_action,reason_codes,case_summary
A100018_2026-05-31,A100018,2026-05-31,test,0.028048,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A102236_2026-05-31,A102236,2026-05-31,test,0.026210,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.026). Key reasons: low_observed_risk.
A100761_2026-05-31,A100761,2026-05-31,test,0.066056,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.066). Key reasons: missed_payment_mentioned.
A101897_2026-05-31,A101897,2026-05-31,test,0.066586,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: hardship_mentioned.
A102269_2026-05-31,A102269,2026-05-31,test,0.029972,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A101484_2026-05-31,A101484,2026-05-31,test,0.026076,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.026). Key reasons: low_observed_risk.
A101266_2026-05-31,A101266,2026-05-31,test,0.066758,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: missed_payment_mentioned.
A100379_2026-05-31,A100379,2026-05-31,test,0.294609,high,priority_manual_review_24h,missed_payment_mentioned,High-priority review recommended (hybrid_score=0.295). Key reasons: missed_payment_mentioned.
A100186_2026-05-31,A100186,2026-05-31,test,0.026475,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.026). Key reasons: low_observed_risk.
A100172_2026-05-31,A100172,2026-05-31,test,0.068424,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.068). Key reasons: hardship_mentioned.
A101167_2026-05-31,A101167,2026-05-31,test,0.068727,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: hardship_mentioned.
A102193_2026-05-31,A102193,2026-05-31,test,0.028442,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A100112_2026-05-31,A100112,2026-05-31,test,0.029530,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A100048_2026-05-31,A100048,2026-05-31,test,0.067362,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: hardship_mentioned.
A100996_2026-05-31,A100996,2026-05-31,test,0.202312,elevated,manual_review_3_business_days,arrangement_break_mentioned;collections_escalation_mentioned,"Elevated-risk review recommended (hybrid_score=0.202). Key reasons: arrangement_break_mentioned, collections_escalation_mentioned."
A101239_2026-05-31,A101239,2026-05-31,test,0.030843,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.031). Key reasons: low_observed_risk.
A100417_2026-05-31,A100417,2026-05-31,test,0.029726,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A101111_2026-05-31,A101111,2026-05-31,test,0.066185,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.066). Key reasons: hardship_mentioned.
A100252_2026-05-31,A100252,2026-05-31,test,0.068812,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: missed_payment_mentioned.
A102222_2026-05-31,A102222,2026-05-31,test,0.027901,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A100383_2026-05-31,A100383,2026-05-31,test,0.067307,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: hardship_mentioned.
A100456_2026-05-31,A100456,2026-05-31,test,0.026800,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A101639_2026-05-31,A101639,2026-05-31,test,0.032749,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.033). Key reasons: low_observed_risk.
A101637_2026-05-31,A101637,2026-05-31,test,0.066340,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.066). Key reasons: missed_payment_mentioned.
A102241_2026-05-31,A102241,2026-05-31,test,0.175611,elevated,manual_review_3_business_days,elevated_note_risk;hardship_mentioned;income_shock_mentioned,"Elevated-risk review recommended (hybrid_score=0.176). Key reasons: elevated_note_risk, hardship_mentioned, income_shock_mentioned."
A102495_2026-05-31,A102495,2026-05-31,test,0.026431,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.026). Key reasons: low_observed_risk.
A101043_2026-05-31,A101043,2026-05-31,test,0.070064,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.070). Key reasons: missed_payment_mentioned.
A101662_2026-05-31,A101662,2026-05-31,test,0.068798,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: hardship_mentioned.
A101118_2026-05-31,A101118,2026-05-31,test,0.029673,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A100014_2026-05-31,A100014,2026-05-31,test,0.052431,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.052). Key reasons: low_observed_risk.
A101284_2026-05-31,A101284,2026-05-31,test,0.030036,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A100891_2026-05-31,A100891,2026-05-31,test,0.054047,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.054). Key reasons: low_observed_risk.
A101580_2026-05-31,A101580,2026-05-31,test,0.072336,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.072). Key reasons: hardship_mentioned.
A102171_2026-05-31,A102171,2026-05-31,test,0.069227,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: hardship_mentioned.
A100769_2026-05-31,A100769,2026-05-31,test,0.066220,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.066). Key reasons: missed_payment_mentioned.
A100906_2026-05-31,A100906,2026-05-31,test,0.026758,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A100758_2026-05-31,A100758,2026-05-31,test,0.029922,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A100420_2026-06-30,A100420,2026-06-30,test,0.206871,elevated,manual_review_3_business_days,missed_payment_mentioned,Elevated-risk review recommended (hybrid_score=0.207). Key reasons: missed_payment_mentioned.
A101876_2026-06-30,A101876,2026-06-30,test,0.066992,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: missed_payment_mentioned.
A101210_2026-06-30,A101210,2026-06-30,test,0.292958,high,priority_manual_review_24h,missed_payment_mentioned,High-priority review recommended (hybrid_score=0.293). Key reasons: missed_payment_mentioned.
A100075_2026-06-30,A100075,2026-06-30,test,0.028292,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A100179_2026-06-30,A100179,2026-06-30,test,0.068104,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.068). Key reasons: missed_payment_mentioned.
A102471_2026-06-30,A102471,2026-06-30,test,0.028918,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.029). Key reasons: low_observed_risk.
A101031_2026-06-30,A101031,2026-06-30,test,0.027516,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A101285_2026-06-30,A101285,2026-06-30,test,0.026228,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.026). Key reasons: low_observed_risk.
A101786_2026-06-30,A101786,2026-06-30,test,0.030148,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A100974_2026-06-30,A100974,2026-06-30,test,0.027164,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A101676_2026-06-30,A101676,2026-06-30,test,0.211979,elevated,manual_review_3_business_days,arrangement_break_mentioned;collections_escalation_mentioned,"Elevated-risk review recommended (hybrid_score=0.212). Key reasons: arrangement_break_mentioned, collections_escalation_mentioned."
A100773_2026-06-30,A100773,2026-06-30,test,0.026284,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.026). Key reasons: low_observed_risk.
A101133_2026-06-30,A101133,2026-06-30,test,0.183567,elevated,manual_review_3_business_days,missed_payment_mentioned,Elevated-risk review recommended (hybrid_score=0.184). Key reasons: missed_payment_mentioned.
A101406_2026-06-30,A101406,2026-06-30,test,0.049974,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.050). Key reasons: low_observed_risk.
A102176_2026-06-30,A102176,2026-06-30,test,0.069253,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: missed_payment_mentioned.
A101949_2026-06-30,A101949,2026-06-30,test,0.027127,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A101854_2026-06-30,A101854,2026-06-30,test,0.068874,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: hardship_mentioned.
A100462_2026-06-30,A100462,2026-06-30,test,0.070727,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.071). Key reasons: hardship_mentioned.
A102330_2026-06-30,A102330,2026-06-30,test,0.068594,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: missed_payment_mentioned.
A100552_2026-06-30,A100552,2026-06-30,test,0.388345,high,priority_manual_review_24h,elevated_note_risk;missed_payment_mentioned;arrangement_break_mentioned;collections_escalation_mentioned,"High-priority review recommended (hybrid_score=0.388). Key reasons: elevated_note_risk, missed_payment_mentioned, arrangement_break_mentioned, collections_escalation_mentioned."
A100804_2026-06-30,A100804,2026-06-30,test,0.189223,elevated,manual_review_3_business_days,missed_payment_mentioned,Elevated-risk review recommended (hybrid_score=0.189). Key reasons: missed_payment_mentioned.
A100839_2026-06-30,A100839,2026-06-30,test,0.027946,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A100862_2026-06-30,A100862,2026-06-30,test,0.028754,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.029). Key reasons: low_observed_risk.
A102438_2026-06-30,A102438,2026-06-30,test,0.027618,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A102037_2026-06-30,A102037,2026-06-30,test,0.178176,elevated,manual_review_3_business_days,missed_payment_mentioned,Elevated-risk review recommended (hybrid_score=0.178). Key reasons: missed_payment_mentioned.
A101539_2026-06-30,A101539,2026-06-30,test,0.066165,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.066). Key reasons: missed_payment_mentioned.
A100768_2026-06-30,A100768,2026-06-30,test,0.027337,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A102178_2026-06-30,A102178,2026-06-30,test,0.066598,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: missed_payment_mentioned.
A102471_2026-06-30,A102471,2026-06-30,test,0.027522,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A100313_2026-06-30,A100313,2026-06-30,test,0.067698,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.068). Key reasons: missed_payment_mentioned.
A101513_2026-06-30,A101513,2026-06-30,test,0.206468,elevated,manual_review_3_business_days,missed_payment_mentioned,Elevated-risk review recommended (hybrid_score=0.206). Key reasons: missed_payment_mentioned.
A102075_2026-06-30,A102075,2026-06-30,test,0.028630,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.029). Key reasons: low_observed_risk.
A100849_2026-06-30,A100849,2026-06-30,test,0.029557,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.030). Key reasons: low_observed_risk.
A100842_2026-06-30,A100842,2026-06-30,test,0.028215,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A101063_2026-06-30,A101063,2026-06-30,test,0.028809,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.029). Key reasons: low_observed_risk.
A101610_2026-06-30,A101610,2026-06-30,test,0.027370,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A100625_2026-06-30,A100625,2026-06-30,test,0.027444,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A102094_2026-06-30,A102094,2026-06-30,test,0.027362,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A102114_2026-06-30,A102114,2026-06-30,test,0.208933,elevated,manual_review_3_business_days,missed_payment_mentioned,Elevated-risk review recommended (hybrid_score=0.209). Key reasons: missed_payment_mentioned.
A100444_2026-06-30,A100444,2026-06-30,test,0.027747,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A101315_2026-06-30,A101315,2026-06-30,test,0.032127,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.032). Key reasons: low_observed_risk.
A100062_2026-06-30,A100062,2026-06-30,test,0.054810,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.055). Key reasons: low_observed_risk.
A100581_2026-06-30,A100581,2026-06-30,test,0.067076,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: missed_payment_mentioned.
A101128_2026-06-30,A101128,2026-06-30,test,0.065828,low,routine_monitoring_queue,hardship_mentioned,Routine monitoring recommended (hybrid_score=0.066). Key reasons: hardship_mentioned.
A100960_2026-06-30,A100960,2026-06-30,test,0.028002,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A100140_2026-06-30,A100140,2026-06-30,test,0.025622,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.026). Key reasons: low_observed_risk.
A102314_2026-06-30,A102314,2026-06-30,test,0.026945,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.027). Key reasons: low_observed_risk.
A100370_2026-06-30,A100370,2026-06-30,test,0.030598,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.031). Key reasons: low_observed_risk.
A101185_2026-06-30,A101185,2026-06-30,test,0.294086,high,priority_manual_review_24h,missed_payment_mentioned,High-priority review recommended (hybrid_score=0.294). Key reasons: missed_payment_mentioned.
A100316_2026-06-30,A100316,2026-06-30,test,0.182271,elevated,manual_review_3_business_days,elevated_note_risk;hardship_mentioned;income_shock_mentioned,"Elevated-risk review recommended (hybrid_score=0.182). Key reasons: elevated_note_risk, hardship_mentioned, income_shock_mentioned."
A100888_2026-06-30,A100888,2026-06-30,test,0.069432,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.069). Key reasons: missed_payment_mentioned.
A101537_2026-06-30,A101537,2026-06-30,test,0.067031,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.067). Key reasons: missed_payment_mentioned.
A100516_2026-06-30,A100516,2026-06-30,test,0.029063,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.029). Key reasons: low_observed_risk.
A101162_2026-06-30,A101162,2026-06-30,test,0.028174,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.028). Key reasons: low_observed_risk.
A100035_2026-06-30,A100035,2026-06-30,test,0.208614,elevated,manual_review_3_business_days,arrangement_break_mentioned;collections_escalation_mentioned,"Elevated-risk review recommended (hybrid_score=0.209). Key reasons: arrangement_break_mentioned, collections_escalation_mentioned."
A101234_2026-06-30,A101234,2026-06-30,test,0.070707,low,routine_monitoring_queue,missed_payment_mentioned,Routine monitoring recommended (hybrid_score=0.071). Key reasons: missed_payment_mentioned.
A102145_2026-06-30,A102145,2026-06-30,test,0.029134,low,routine_monitoring_queue,low_observed_risk,Routine monitoring recommended (hybrid_score=0.029). Key reasons: low_observed_risk.
